,Nome,Idade,Posicao,Media,Potencial,Time,Salario,Total_Pontos
1449, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1450, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1451, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1452, Nanu,26,RB,73,76,FC Porto,€10K,1969
1453, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1454, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1455, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1456, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1457, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1458, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1459, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1460, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1461, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1462, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1463, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1464, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1465, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1466, N. Madueke,18,RM,72,87,PSV,€5K,1792
1467, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1468, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1469, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1470, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1471, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1472, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1473, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1474, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1475, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1476, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1477, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1478, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1479, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1480, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1481, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1482, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1483, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1484, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1485, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1486, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1487, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1488, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1489, Antony,20,RW,79,88,Ajax,€17K,1939
1490, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1491, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1492, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1493, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1494, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1495, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1496, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1497, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1498, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1499, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1500, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1501, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1502, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1503, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1504, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1505, S. Córdova,23,LM,75,83,Club América,€30K,1940
1506, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1507, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1508, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1509, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1510, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1511, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1512, Nanu,26,RB,73,76,FC Porto,€10K,1969
1513, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1514, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1515, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1516, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1517, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1518, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1519, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1520, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1521, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1522, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1523, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1524, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1525, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1526, N. Madueke,18,RM,72,87,PSV,€5K,1792
1527, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1528, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1529, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1530, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1531, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1532, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1533, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1534, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1535, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1536, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1537, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1538, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1539, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1540, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1541, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1542, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1543, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1544, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1545, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1546, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1547, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1548, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1549, Antony,20,RW,79,88,Ajax,€17K,1939
1550, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1551, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1552, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1553, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1554, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1555, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1556, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1557, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1558, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1559, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1560, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1561, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1562, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1563, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1564, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1565, S. Córdova,23,LM,75,83,Club América,€30K,1940
1566, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1567, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1568, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1569, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1570, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1571, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1572, Nanu,26,RB,73,76,FC Porto,€10K,1969
1573, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1574, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1575, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1576, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1577, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1578, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1579, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1580, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1581, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1582, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1583, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1584, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1585, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1586, N. Madueke,18,RM,72,87,PSV,€5K,1792
1587, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1588, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1589, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1590, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1591, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1592, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1593, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1594, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1595, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1596, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1597, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1598, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1599, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1600, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1601, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1602, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1603, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1604, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1605, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1606, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1607, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1608, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1609, Antony,20,RW,79,88,Ajax,€17K,1939
1610, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1611, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1612, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1613, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1614, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1615, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1616, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1617, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1618, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1619, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1620, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1621, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1622, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1623, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1624, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1625, S. Córdova,23,LM,75,83,Club América,€30K,1940
1626, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1627, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1628, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1629, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1630, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1631, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1632, Nanu,26,RB,73,76,FC Porto,€10K,1969
1633, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1634, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1635, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1636, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1637, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1638, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1639, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1640, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1641, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1642, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1643, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1644, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1645, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1646, N. Madueke,18,RM,72,87,PSV,€5K,1792
1647, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1648, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1649, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1650, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1651, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1652, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1653, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1654, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1655, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1656, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1657, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1658, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1659, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1660, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1661, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1662, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1663, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1664, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1665, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1666, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1667, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1668, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1669, Antony,20,RW,79,88,Ajax,€17K,1939
1670, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1671, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1672, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1673, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1674, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1675, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1676, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1677, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1678, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1679, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1680, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1681, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1682, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1683, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1684, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1685, S. Córdova,23,LM,75,83,Club América,€30K,1940
1686, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1687, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1688, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1689, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1690, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1691, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1692, Nanu,26,RB,73,76,FC Porto,€10K,1969
1693, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1694, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1695, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1696, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1697, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1698, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1699, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1700, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1701, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1702, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1703, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1704, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1705, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1706, N. Madueke,18,RM,72,87,PSV,€5K,1792
1707, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1708, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1709, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1710, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1711, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1712, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1713, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1714, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1715, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1716, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1717, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1718, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1719, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1720, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1721, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1722, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1723, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1724, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1725, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1726, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1727, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1728, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1729, Antony,20,RW,79,88,Ajax,€17K,1939
1730, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1731, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1732, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1733, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1734, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1735, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1736, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1737, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1738, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1739, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1740, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1741, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1742, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1743, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1744, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1745, S. Córdova,23,LM,75,83,Club América,€30K,1940
1746, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1747, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1748, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1749, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1750, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1751, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1752, Nanu,26,RB,73,76,FC Porto,€10K,1969
1753, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1754, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1755, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1756, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1757, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1758, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1759, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1760, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1761, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1762, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1763, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1764, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1765, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1766, N. Madueke,18,RM,72,87,PSV,€5K,1792
1767, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1768, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1769, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1770, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1771, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1772, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1773, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1774, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1775, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1776, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1777, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1778, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1779, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1780, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1781, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1782, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1783, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1784, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1785, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1786, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1787, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1788, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1789, Antony,20,RW,79,88,Ajax,€17K,1939
1790, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
1791, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
1792, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
1793, R. Jones,17,ST,59,82,Peterborough United,€500,1544
1794, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
1795, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
1796, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
1797, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
1798, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
1799, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
1800, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
1801, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
1802, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
1803, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
1804, Isco,28,CAM,83,83,Real Madrid,€190K,2077
1805, S. Córdova,23,LM,75,83,Club América,€30K,1940
1806, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
1807, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
1808, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
1809, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
1810, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
1811, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
1812, Nanu,26,RB,73,76,FC Porto,€10K,1969
1813, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
1814, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
1815, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
1816, B. Saka,18,RM,77,88,Arsenal,€25K,1968
1817, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
1818, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
1819, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
1820, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
1821, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
1822, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
1823, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
1824, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
1825, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
1826, N. Madueke,18,RM,72,87,PSV,€5K,1792
1827, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
1828, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
1829, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
1830, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
1831, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
1832, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
1833, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
1834, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
1835, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
1836, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
1837, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
1838, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
1839, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
1840, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
1841, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
1842, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
1843, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
1844, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
1845, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
1846, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
1847, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
1848, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
1849, Antony,20,RW,79,88,Ajax,€17K,1939
1850, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
